"Anno accademico","Ateneo","Classe","Immatricolati","Area","Città","Provincia","Regione","Area geografica","Tipo","Fondazione"
"2009/2010","Università degli Studi di PADOVA","L-29 - Scienze e tecnologie farmaceutiche",74,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-3 - Discipline delle arti figurative, della musica, dello spettacolo e della moda",164,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-30 - Scienze e tecnologie fisiche",181,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-31 - Scienze e tecnologie informatiche",126,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-32 - Scienze e tecnologie per l'ambiente e la natura",210,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-33 - Scienze economiche",176,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-34 - Scienze geologiche",65,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-35 - Scienze matematiche",129,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-36 - Scienze politiche e delle relazioni internazionali",352,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-37 - Scienze sociali per la cooperazione, lo sviluppo e la pace",27,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-38 - Scienze zootecniche e tecnologie delle produzioni animali",209,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-39 - Servizio sociale",57,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-40 - Sociologia",74,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-41 - Statistica",143,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-42 - Storia",64,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-43 - Diagnostica per la conservazione dei beni culturali",20,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-5 - Filosofia",120,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-7 - Ingegneria civile e ambientale",385,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-8 - Ingegneria dell'informazione",675,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","L-9 - Ingegneria industriale",1031,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","LM-13 - Farmacia e farmacia industriale",196,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","LM-4 C.U. - Architettura e ingegneria edile-architettura (quinquennale)",96,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","LM-41 - Medicina e chirurgia",155,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","LM-42 - Medicina veterinaria",31,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","LM-46 - Odontoiatria e protesi dentaria",8,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","LMG/01 - Magistrali in giurisprudenza",728,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",576,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","SNT/2 - Professioni sanitarie della riabilitazione",86,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","SNT/3 - Professioni sanitarie tecniche",132,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PADOVA","SNT/4 - Professioni sanitarie della prevenzione",47,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2009/2010","Università degli Studi di PALERMO","18 - Scienze dell'educazione e della formazione",45,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","41 - Tecnologie per la conservazione e il restauro dei beni culturali",23,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-1 - Beni culturali",56,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-10 - Lettere",396,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-11 - Lingue e culture moderne",158,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-12 - Mediazione linguistica",175,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-13 - Scienze biologiche",210,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-15 - Scienze del turismo",290,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-16 - Scienze dell'amministrazione e dell'organizzazione",168,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-17 - Scienze dell'architettura",84,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-18 - Scienze dell'economia e della gestione aziendale",484,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-19 - Scienze dell'educazione e della formazione",276,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-2 - Biotecnologie",43,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-20 - Scienze della comunicazione",236,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-21 - Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",77,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-22 - Scienze delle attività motorie e sportive",215,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-23 - Scienze e tecniche dell'edilizia",74,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-24 - Scienze e tecniche psicologiche",278,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-25 - Scienze e tecnologie agrarie e forestali",173,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-27 - Scienze e tecnologie chimiche",124,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-29 - Scienze e tecnologie farmaceutiche",33,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-3 - Discipline delle arti figurative, della musica, dello spettacolo e della moda",149,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-30 - Scienze e tecnologie fisiche",36,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-31 - Scienze e tecnologie informatiche",104,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-32 - Scienze e tecnologie per l'ambiente e la natura",330,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-33 - Scienze economiche",311,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-34 - Scienze geologiche",74,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-35 - Scienze matematiche",102,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-36 - Scienze politiche e delle relazioni internazionali",158,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-37 - Scienze sociali per la cooperazione, lo sviluppo e la pace",75,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-39 - Servizio sociale",81,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-4 - Disegno industriale",87,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-41 - Statistica",31,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-42 - Storia",32,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-5 - Filosofia",59,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-7 - Ingegneria civile e ambientale",133,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-8 - Ingegneria dell'informazione",215,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","L-9 - Ingegneria industriale",468,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","LM-13 - Farmacia e farmacia industriale",254,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","LM-4 C.U. - Architettura e ingegneria edile-architettura (quinquennale)",181,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","LM-41 - Medicina e chirurgia",185,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","LM-46 - Odontoiatria e protesi dentaria",6,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","LMG/01 - Magistrali in giurisprudenza",1356,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",107,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","SNT/2 - Professioni sanitarie della riabilitazione",45,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","SNT/3 - Professioni sanitarie tecniche",27,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PALERMO","SNT/4 - Professioni sanitarie della prevenzione",6,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2009/2010","Università degli Studi di PARMA","10 - Ingegneria industriale",3,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-1 - Beni culturali",106,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-10 - Lettere",186,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-11 - Lingue e culture moderne",257,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-13 - Scienze biologiche",352,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-17 - Scienze dell'architettura",238,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-18 - Scienze dell'economia e della gestione aziendale",893,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-19 - Scienze dell'educazione e della formazione",220,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-2 - Biotecnologie",98,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-22 - Scienze delle attività motorie e sportive",148,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-24 - Scienze e tecniche psicologiche",171,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-26 - Scienze e tecnologie alimentari",191,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-27 - Scienze e tecnologie chimiche",75,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-29 - Scienze e tecnologie farmaceutiche",74,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-30 - Scienze e tecnologie fisiche",24,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-31 - Scienze e tecnologie informatiche",40,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-32 - Scienze e tecnologie per l'ambiente e la natura",67,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-34 - Scienze geologiche",18,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-35 - Scienze matematiche",31,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-36 - Scienze politiche e delle relazioni internazionali",78,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-38 - Scienze zootecniche e tecnologie delle produzioni animali",104,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-39 - Servizio sociale",108,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-5 - Filosofia",40,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-7 - Ingegneria civile e ambientale",219,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-8 - Ingegneria dell'informazione",161,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","L-9 - Ingegneria industriale",280,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","LM-13 - Farmacia e farmacia industriale",571,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2009/2010","Università degli Studi di PARMA","LM-41 - Medicina e chirurgia",113,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
